parameter_set_id,combo_index,ab_role,ab_source_parameter_set_id,min_return_bps,min_trades_since_t0,min_unique_buyers_since_t0,min_depth_bps,max_depth_bps,min_rebound_bps,min_buys,min_net_flow_reserve_ppm,run_count,candidate_count,expired_count,invalidated_count,rejected_count,trade_count,candidate_state_count,accounted_run_count,h5s_observable_n,h5s_p25_bps,h5s_p50_bps,h5s_p75_bps,h15s_observable_n,h15s_p25_bps,h15s_p50_bps,h15s_p75_bps,h30s_observable_n,h30s_p25_bps,h30s_p50_bps,h30s_p75_bps,h60s_observable_n,h60s_p25_bps,h60s_p50_bps,h60s_p75_bps,h2m_observable_n,h2m_p25_bps,h2m_p50_bps,h2m_p75_bps,h5m_observable_n,h5m_p25_bps,h5m_p50_bps,h5m_p75_bps,complete_5m_extrema_n,h15_observable_n,h15_p50_bps,h30_observable_n,h30_p50_bps,diagnostic_pareto_frontier
FP1-EXP0004-C-248-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU8-FL30000,248,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,8,30000,3901,7,3832,62,0,0,7,3901,5,-466,-214,0,5,-357,483,1080,4,-622,826,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,5,483,4,826,False
FP1-EXP0004-C-249-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU8-FL93000,249,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,8,93000,3901,6,3832,63,0,0,6,3901,5,-466,-214,80,5,-357,410,1080,4,-622,-327,929,3,-394,-77,4047,1,-779,-779,-779,0,,,,0,5,410,4,-327,False
FP1-EXP0004-C-250-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU8-FL185000,250,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,8,185000,3901,1,3836,64,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-251-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU1-FL0,251,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,1,0,3901,9,3831,61,0,0,9,3901,8,-14,3,727,6,22,173,741,5,-27,526,2486,1,553,553,553,1,-193,-193,-193,0,,,,0,6,173,5,526,False
FP1-EXP0004-C-252-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU1-FL6000,252,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,1,6000,3901,9,3831,61,0,0,9,3901,8,-14,3,727,6,22,173,741,5,-27,526,2486,1,553,553,553,1,-193,-193,-193,0,,,,0,6,173,5,526,False
FP1-EXP0004-C-253-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU1-FL30000,253,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,1,30000,3901,7,3832,62,0,0,7,3901,6,-14,3,741,5,22,173,741,4,-83,-27,960,1,553,553,553,1,-193,-193,-193,0,,,,0,5,173,4,-27,False
FP1-EXP0004-C-254-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU1-FL93000,254,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,1,93000,3901,5,3833,63,0,0,5,3901,4,-90,3,788,3,173,636,1034,2,-27,-27,526,1,553,553,553,1,-193,-193,-193,0,,,,0,3,636,2,-27,False
FP1-EXP0004-C-255-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU1-FL185000,255,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,1,185000,3901,1,3836,64,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-256-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU2-FL0,256,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,2,0,3901,8,3831,62,0,0,8,3901,7,-14,3,741,5,22,173,741,4,-83,-27,1213,1,553,553,553,1,-193,-193,-193,0,,,,0,5,173,4,-27,False
FP1-EXP0004-C-257-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU2-FL6000,257,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,2,6000,3901,7,3832,62,0,0,7,3901,6,1,3,741,4,-1570,173,741,3,-27,1213,2486,1,553,553,553,1,-193,-193,-193,0,,,,0,4,173,3,1213,False
FP1-EXP0004-C-258-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU2-FL30000,258,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,2,30000,3901,6,3833,62,0,0,6,3901,5,3,727,741,4,-1570,173,636,3,-27,526,2486,1,553,553,553,1,-193,-193,-193,0,,,,0,4,173,3,526,False
FP1-EXP0004-C-259-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU2-FL93000,259,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,2,93000,3901,5,3833,63,0,0,5,3901,4,-90,3,788,3,173,636,1034,2,-27,-27,526,1,553,553,553,1,-193,-193,-193,0,,,,0,3,636,2,-27,False
FP1-EXP0004-C-260-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU2-FL185000,260,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,2,185000,3901,1,3836,64,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-261-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU3-FL0,261,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,3,0,3901,8,3831,62,0,0,8,3901,5,1,3,727,3,-1570,173,636,3,-27,526,2486,1,553,553,553,1,-193,-193,-193,0,,,,0,3,173,3,526,False
FP1-EXP0004-C-262-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU3-FL6000,262,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,3,6000,3901,6,3833,62,0,0,6,3901,4,-90,3,727,3,-1570,173,636,3,-27,526,2486,1,553,553,553,1,-193,-193,-193,0,,,,0,3,173,3,526,False
FP1-EXP0004-C-263-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU3-FL30000,263,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,3,30000,3901,6,3833,62,0,0,6,3901,4,-90,3,727,3,-1570,173,636,3,-27,526,2486,1,553,553,553,1,-193,-193,-193,0,,,,0,3,173,3,526,False
FP1-EXP0004-C-264-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU3-FL93000,264,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,3,93000,3901,5,3833,63,0,0,5,3901,4,-90,3,788,3,173,636,1034,2,-27,-27,526,1,553,553,553,1,-193,-193,-193,0,,,,0,3,636,2,-27,False
FP1-EXP0004-C-265-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU3-FL185000,265,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,3,185000,3901,1,3836,64,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-266-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU4-FL0,266,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,4,0,3901,7,3832,62,0,0,7,3901,4,-90,-80,3,3,-220,173,2936,3,-321,-47,-27,1,553,553,553,1,-193,-193,-193,0,,,,0,3,173,3,-47,False
FP1-EXP0004-C-267-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU4-FL6000,267,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,4,6000,3901,6,3833,62,0,0,6,3901,4,-90,-80,3,3,-220,173,2936,3,-321,-47,-27,1,553,553,553,1,-193,-193,-193,0,,,,0,3,173,3,-47,False
FP1-EXP0004-C-268-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU4-FL30000,268,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,4,30000,3901,6,3833,62,0,0,6,3901,4,-90,-80,3,3,-220,173,2936,3,-321,-47,-27,1,553,553,553,1,-193,-193,-193,0,,,,0,3,173,3,-47,False
FP1-EXP0004-C-269-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU4-FL93000,269,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,4,93000,3901,5,3833,63,0,0,5,3901,3,-90,3,1219,2,173,173,1034,1,-27,-27,-27,1,553,553,553,1,-193,-193,-193,0,,,,0,2,173,1,-27,False
FP1-EXP0004-C-270-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU4-FL185000,270,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,4,185000,3901,1,3836,64,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-271-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU8-FL0,271,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,8,0,3901,3,3834,64,0,0,3,3901,3,-613,3,161,2,-569,-569,-7,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,2,-569,1,-622,False
FP1-EXP0004-C-272-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU8-FL6000,272,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,8,6000,3901,3,3834,64,0,0,3,3901,3,-613,3,161,2,-569,-569,-7,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,2,-569,1,-622,False
FP1-EXP0004-C-273-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU8-FL30000,273,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,8,30000,3901,3,3834,64,0,0,3,3901,3,-613,3,161,2,-569,-569,-7,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,2,-569,1,-622,False
FP1-EXP0004-C-274-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU8-FL93000,274,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,8,93000,3901,3,3834,64,0,0,3,3901,3,-613,3,161,2,-569,-569,-7,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,2,-569,1,-622,False
FP1-EXP0004-C-275-ROBUST_1-R1500-T5-U9-PD2500-6500-RB7300-BU8-FL185000,275,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,7300,8,185000,3901,1,3836,64,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-276-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU1-FL0,276,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,1,0,3901,2,3836,63,0,0,2,3901,2,-14,-14,2010,2,22,22,3017,2,-83,-83,2519,0,,,,0,,,,0,,,,0,2,22,2,-83,False
FP1-EXP0004-C-277-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU1-FL6000,277,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,1,6000,3901,2,3836,63,0,0,2,3901,2,-14,-14,2010,2,22,22,3017,2,-83,-83,2519,0,,,,0,,,,0,,,,0,2,22,2,-83,False
FP1-EXP0004-C-278-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU1-FL30000,278,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,1,30000,3901,2,3836,63,0,0,2,3901,2,-14,-14,1415,2,22,22,1261,2,-83,-83,960,0,,,,0,,,,0,,,,0,2,22,2,-83,False
FP1-EXP0004-C-279-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU1-FL93000,279,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,1,93000,3901,1,3837,63,0,0,1,3901,1,788,788,788,1,636,636,636,1,526,526,526,0,,,,0,,,,0,,,,0,1,636,1,526,False
FP1-EXP0004-C-280-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU1-FL185000,280,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,1,185000,3901,0,3837,64,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-281-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU2-FL0,281,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,2,0,3901,2,3836,63,0,0,2,3901,2,-14,-14,2225,2,22,22,1581,2,-83,-83,1213,0,,,,0,,,,0,,,,0,2,22,2,-83,False
FP1-EXP0004-C-282-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU2-FL6000,282,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,2,6000,3901,1,3837,63,0,0,1,3901,1,2225,2225,2225,1,1581,1581,1581,1,1213,1213,1213,0,,,,0,,,,0,,,,0,1,1581,1,1213,False
FP1-EXP0004-C-283-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU2-FL30000,283,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,2,30000,3901,1,3837,63,0,0,1,3901,1,788,788,788,1,636,636,636,1,526,526,526,0,,,,0,,,,0,,,,0,1,636,1,526,False
FP1-EXP0004-C-284-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU2-FL93000,284,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,2,93000,3901,1,3837,63,0,0,1,3901,1,788,788,788,1,636,636,636,1,526,526,526,0,,,,0,,,,0,,,,0,1,636,1,526,False
FP1-EXP0004-C-285-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU2-FL185000,285,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,2,185000,3901,0,3837,64,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-286-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU3-FL0,286,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,3,0,3901,2,3836,63,0,0,2,3901,1,788,788,788,1,636,636,636,1,526,526,526,0,,,,0,,,,0,,,,0,1,636,1,526,False
FP1-EXP0004-C-287-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU3-FL6000,287,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,3,6000,3901,1,3837,63,0,0,1,3901,1,788,788,788,1,636,636,636,1,526,526,526,0,,,,0,,,,0,,,,0,1,636,1,526,False
FP1-EXP0004-C-288-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU3-FL30000,288,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,3,30000,3901,1,3837,63,0,0,1,3901,1,788,788,788,1,636,636,636,1,526,526,526,0,,,,0,,,,0,,,,0,1,636,1,526,False
FP1-EXP0004-C-289-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU3-FL93000,289,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,3,93000,3901,1,3837,63,0,0,1,3901,1,788,788,788,1,636,636,636,1,526,526,526,0,,,,0,,,,0,,,,0,1,636,1,526,False
FP1-EXP0004-C-290-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU3-FL185000,290,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,3,185000,3901,0,3837,64,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-291-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU4-FL0,291,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,4,0,3901,2,3836,63,0,0,2,3901,1,-80,-80,-80,1,-220,-220,-220,1,-321,-321,-321,0,,,,0,,,,0,,,,0,1,-220,1,-321,False
FP1-EXP0004-C-292-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU4-FL6000,292,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,4,6000,3901,1,3837,63,0,0,1,3901,1,-80,-80,-80,1,-220,-220,-220,1,-321,-321,-321,0,,,,0,,,,0,,,,0,1,-220,1,-321,False
FP1-EXP0004-C-293-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU4-FL30000,293,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,4,30000,3901,1,3837,63,0,0,1,3901,1,-80,-80,-80,1,-220,-220,-220,1,-321,-321,-321,0,,,,0,,,,0,,,,0,1,-220,1,-321,False
FP1-EXP0004-C-294-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU4-FL93000,294,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,4,93000,3901,1,3837,63,0,0,1,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-295-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU4-FL185000,295,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,4,185000,3901,0,3837,64,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-296-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU8-FL0,296,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,8,0,3901,0,3837,64,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-297-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU8-FL6000,297,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,8,6000,3901,0,3837,64,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-298-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU8-FL30000,298,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,8,30000,3901,0,3837,64,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-299-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU8-FL93000,299,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,8,93000,3901,0,3837,64,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-300-ROBUST_1-R1500-T5-U9-PD2500-6500-RB20700-BU8-FL185000,300,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,20700,8,185000,3901,0,3837,64,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-301-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU1-FL0,301,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,1,0,3901,57,3784,60,0,0,57,3901,41,5,195,631,38,-152,247,923,25,-621,468,872,10,-2584,900,4048,7,-2772,-2446,4192,3,-8588,-2551,3614,3,38,247,25,468,True
FP1-EXP0004-C-302-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU1-FL6000,302,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,1,6000,3901,55,3784,62,0,0,55,3901,40,5,188,631,36,-627,238,714,23,-621,468,1271,8,-253,1121,4048,6,-2764,-2584,4192,2,-2551,-2551,3040,2,36,238,23,468,False
FP1-EXP0004-C-303-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU1-FL30000,303,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,1,30000,3901,41,3795,65,0,0,41,3901,27,19,159,1089,26,-152,84,1215,21,-621,22,899,7,440,1339,6535,5,-2764,-2584,3349,2,-2551,-2551,3040,2,26,84,21,22,False
FP1-EXP0004-C-304-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU1-FL93000,304,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,1,93000,3901,18,3813,70,0,0,18,3901,14,144,668,1620,12,0,636,1080,10,-518,477,1119,5,356,1121,3046,3,-2772,-236,2213,0,,,,0,12,636,10,477,False
FP1-EXP0004-C-305-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU1-FL185000,305,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,1,185000,3901,4,3824,73,0,0,4,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-306-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU2-FL0,306,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,2,0,3901,52,3786,63,0,0,52,3901,36,-43,159,790,32,-256,247,775,24,-621,41,872,9,-503,1121,4048,7,-3076,-2584,4192,3,-8756,-2551,2478,3,32,247,24,41,False
FP1-EXP0004-C-307-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU2-FL6000,307,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,2,6000,3901,50,3787,64,0,0,50,3901,35,-43,188,810,31,-256,247,1215,23,-586,63,1213,8,-503,1121,4048,6,-2772,-2584,4192,2,-2551,-2551,2478,2,31,247,23,63,False
FP1-EXP0004-C-308-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU2-FL30000,308,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,2,30000,3901,39,3796,66,0,0,39,3901,26,26,188,816,24,-196,120,636,20,-621,22,652,7,-10,1339,6535,5,-2772,-2584,3349,2,-2551,-2551,2478,2,24,120,20,22,False
FP1-EXP0004-C-309-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU2-FL93000,309,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,2,93000,3901,18,3813,70,0,0,18,3901,14,144,668,1620,12,0,636,1080,10,-518,477,1119,5,356,1121,3046,3,-2772,-236,2213,0,,,,0,12,636,10,477,False
FP1-EXP0004-C-310-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU2-FL185000,310,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,2,185000,3901,4,3824,73,0,0,4,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-311-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU3-FL0,311,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,3,0,3901,37,3797,67,0,0,37,3901,31,19,307,677,23,0,377,721,16,-586,504,1119,7,-2768,314,6535,5,-4375,-2768,3759,1,-2736,-2736,-2736,1,23,377,16,504,True
FP1-EXP0004-C-312-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU3-FL6000,312,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,3,6000,3901,35,3798,68,0,0,35,3901,30,84,396,788,22,0,377,721,16,-171,504,1119,6,-2581,314,6535,4,-4375,-2768,3759,1,-2736,-2736,-2736,1,22,377,16,504,False
